ID,CourseContentId,IdContent,QuestionType,QuestionContent,AAnsver,BAnswer,CAnswer,DAnswer,Answer,ResultAnswer,Explanation
1,Chương 2. Tiết 5,2,1,Tại sao thói quen chọn thanh toán bằng tiền mặt khi nhận hàng (COD) lại gây rủi ro cao cho doanh nghiệp?,Giúp doanh nghiệp thu hút được thêm nhiều khách hàng trẻ.,Làm chậm vòng quay vốn và tiềm ẩn nguy cơ từ chối nhận hàng.,Làm tăng một cách trực tiếp số tiền chi phí sản xuất sản phẩm.,Khách hàng sẽ thường xuyên trả dư thêm tiền boa cho shipper.,B,Làm chậm vòng quay vốn và tiềm ẩn nguy cơ từ chối nhận hàng.,Đáp án chính xác là: Làm chậm vòng quay vốn và tiềm ẩn nguy cơ từ chối nhận hàng.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
2,Chương 2. Tiết 5,2,1,Thiết lập chiến lược thanh toán điện tử tốt giúp doanh nghiệp điều gì?,Tuyển được nhiều nhân viên thu ngân hơn để phục vụ khách hàng trực tiếp.,Tránh bị các cơ quan thuế kiểm tra hệ thống sổ sách kế toán của công ty.,Chốt sale ngay lập tức và tạo trải nghiệm mua sắm không có độ trễ thời gian.,Phát triển thêm nhiều chi nhánh bán lẻ trực tiếp tiếp cận đến người tiêu dùng.,C,Chốt sale ngay lập tức và tạo trải nghiệm mua sắm không có độ trễ thời gian.,Đáp án chính xác là: Chốt sale ngay lập tức và tạo trải nghiệm mua sắm không có độ trễ thời gian.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
3,Chương 2. Tiết 5,2,1,Bức tranh toàn cảnh của thanh toán điện tử hiện nay bao gồm bao nhiêu trụ cột chính?,Bức tranh điện tử hiện tại có tổng cộng gồm 2 trụ cột chính yếu.,Bức tranh điện tử hiện tại có tổng cộng gồm 3 trụ cột chính yếu.,Bức tranh điện tử hiện tại có tổng cộng gồm 4 trụ cột chính yếu.,Bức tranh điện tử hiện tại có tổng cộng gồm 5 trụ cột chính yếu.,C,Bức tranh điện tử hiện tại có tổng cộng gồm 4 trụ cột chính yếu.,Đáp án chính xác là: Bức tranh điện tử hiện tại có tổng cộng gồm 4 trụ cột chính yếu.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
4,Chương 2. Tiết 5,2,1,Hình thức COD (Cash on Delivery - Thanh toán khi nhận hàng) có thuộc nhóm thanh toán điện tử không?,"Có, vì hiện nay phần lớn khách hàng tiến hành đặt hàng qua nền tảng điện tử.","Không, vì dòng tiền thực tế chảy qua tay shipper dưới dạng tiền mặt bằng giấy.","Có, vì ứng dụng của tài xế shipper có thể tự động cập nhật trạng thái điện tử.","Không, vì đa số nhân viên shipper từ chối việc vận chuyển một lượng tiền mặt.",B,"Không, vì dòng tiền thực tế chảy qua tay shipper dưới dạng tiền mặt bằng giấy.","Đáp án chính xác là: Không, vì dòng tiền thực tế chảy qua tay shipper dưới dạng tiền mặt bằng giấy.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức."
5,Chương 2. Tiết 5,2,1,Đặc điểm của Thẻ Ghi nợ (Debit) là gì?,"Tiêu trước, thu trả tiền sau và được hưởng chính sách hoàn toàn miễn mức lãi 45 ngày.",Tiêu bao nhiêu tùy số dư và sẽ trực tiếp kết nối với dữ liệu số dư tài khoản ngân hàng.,Phải trả các mức khoản phí rất cao mỗi lần thực hiện quẹt chiếc thẻ mua tại siêu thị.,Đây là loại thẻ được phát hành dành ưu đãi riêng cho các bạn học sinh nghèo đạt điểm tốt.,B,Tiêu bao nhiêu tùy số dư và sẽ trực tiếp kết nối với dữ liệu số dư tài khoản ngân hàng.,Đáp án chính xác là: Tiêu bao nhiêu tùy số dư và sẽ trực tiếp kết nối với dữ liệu số dư tài khoản ngân hàng.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
6,Chương 2. Tiết 5,2,1,Khách hàng sử dụng Thẻ Tín dụng (Credit) mang lại giá trị lớn cho thương mại điện tử vì sao?,Do mẫu mã thẻ thiết kế rất đẹp và hoàn toàn không tốn phí duy trì tài khoản hàng năm.,Bởi vì giao dịch loại thẻ này không hề yêu cầu phải có kết nối mạng internet khi quẹt thẻ.,Nó kích thích các nhu cầu khách hàng mạnh tay khi mua sắm số món hàng với giá trị hạn mức cao.,"Mức bảo mật quá kém, người dùng dễ xảy ra thanh toán nhầm lẫn nên hệ thống web hay có lượng tiền.",C,Nó kích thích các nhu cầu khách hàng mạnh tay khi mua sắm số món hàng với giá trị hạn mức cao.,Đáp án chính xác là: Nó kích thích các nhu cầu khách hàng mạnh tay khi mua sắm số món hàng với giá trị hạn mức cao.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
7,Chương 2. Tiết 5,2,1,Thẻ Visa hay Mastercard thuộc nhóm thẻ nào theo phạm vi sử dụng?,Thẻ tiêu dùng sinh viên cá nhân phát hành ngoài thông qua chợ đen.,Thẻ được phát hành đặc quyền đem lại việc miễn trừ phí phạt quốc gia.,Thẻ thanh toán ở cấp độ Quốc tế giúp giao dịch kết nối biên giới quốc gia.,Thẻ tiêu dùng cấp nội địa trong giới hạn chỉ sử dụng phạm vi biên giới lãnh thổ.,C,Thẻ thanh toán ở cấp độ Quốc tế giúp giao dịch kết nối biên giới quốc gia.,Đáp án chính xác là: Thẻ thanh toán ở cấp độ Quốc tế giúp giao dịch kết nối biên giới quốc gia.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
8,Chương 2. Tiết 5,2,1,Lý do mà thẻ ghi nợ nội địa Napas bị từ chối khi thanh toán trên các trang Amazon hoặc chạy Facebook Ads là gì?,Thẻ đã từng bị các tai nạn như hỏng chip từ hoặc ngay lập tức hết hạn hệ thống dữ liệu bảo mật.,Hệ thống bảo vệ từ chối tiếp nhận vì nhập sai mã số giảm giá vượt khung quá khoảng chừng ba lần.,Quá trình thực hiện lỗi giao thức đường lưu truyền tín hiệu mạng cáp quang dưới biển quốc tế là AAG.,Vì loại thẻ này sử dụng hoàn toàn sai về phạm vi và hệ thống nó chỉ áp dụng được tại vùng nội địa.,D,Vì loại thẻ này sử dụng hoàn toàn sai về phạm vi và hệ thống nó chỉ áp dụng được tại vùng nội địa.,"Đáp án chính xác là: Vì loại thẻ này sử dụng hoàn toàn sai về phạm vi và hệ thống, nó chỉ áp dụng được tại vùng nội địa.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức."
9,Chương 2. Tiết 5,2,1,Rủi ro của phương thức Internet Banking truyền thống (nhập tay trên màn hình) là gì?,Gần như không thể thực hiện gửi email dùng để đính kèm hóa đơn điện tử cho ngay chủ tài khoản.,Rủi ro sai sót việc copy nhầm số tài khoản và làm gián đoạn đến cả hành trình trải nghiệm người sử dụng.,Người sử dụng rất hay bị hệ thống của ngân hàng trừ vô số khoản phí chuyển tiền chiếm đến vài phần trăm.,Người dùng chỉ thực hiện tính năng nhận tiền trực tuyến chứ không thể chuyển gửi các lệnh rút đi ra kho bạc.,B,Rủi ro sai sót việc copy nhầm số tài khoản và làm gián đoạn đến cả hành trình trải nghiệm người sử dụng.,Đáp án chính xác là: Rủi ro sai sót việc copy nhầm số tài khoản và làm gián đoạn đến cả hành trình trải nghiệm người sử dụng.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
10,Chương 2. Tiết 5,2,1,"Cụm từ ""QR Tĩnh"" (Static QR) miêu tả loại mã quét nào?","Loại mã có tính cố định, không thể tự động kích hoạt cập nhật thông báo dữ liệu theo thời gian thực hoạt động.",Mã quét mà trong nguyên lý hoạt động bắt buộc khách hàng hoàn toàn phải tự thực hiện quá trình gõ số liệu giá tiền.,Một loại mã ứng dụng được phát triển với tính chất bị đóng cài bảo hiểm lên máy điện thoại hệ điều hành thiết bị thông minh.,Công cụ website sinh ra một cách thức hoạt động tự động phát hành riêng cho các tờ biên lai vé khuyến mãi hay các thẻ tích điểm.,B,Mã quét mà trong nguyên lý hoạt động bắt buộc khách hàng hoàn toàn phải tự thực hiện quá trình gõ số liệu giá tiền.,Đáp án chính xác là: Mã quét mà trong nguyên lý hoạt động bắt buộc khách hàng hoàn toàn phải tự thực hiện quá trình gõ số liệu giá tiền.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
11,Chương 2. Tiết 5,2,1,Giải pháp thanh toán quét mã QR nào được xem là ưu điểm tuyệt đối hoàn hảo nhất hiện nay?,Giải pháp loại hình là Dynamic QR tức là mã quét QR thuộc loại Hình Động.,Giải pháp loại hình là loại hiển thị Static QR tức là mã quét QR thuộc nền Hình Tĩnh.,Giải pháp loại hình đó là cung cấp Mã nhập theo loại có chứa hàm số PIN cá nhân bảo mật.,Giải pháp loại hình đó là cung cấp theo phương tiện sử dụng điểm để tham gia hoạt động Cộng dồn điểm.,A,Giải pháp loại hình là Dynamic QR tức là mã quét QR thuộc loại Hình Động.,Đáp án chính xác là: Giải pháp loại hình là Dynamic QR tức là mã quét QR thuộc loại Hình Động.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
12,Chương 2. Tiết 5,2,1,"Theo quy định của Ngân hàng Nhà nước, Ví điện tử BẮT BUỘC phải làm gì để hoạt động hợp lệ?",Bắt buộc người sở hữu chủ ví đó phải sử dụng để nạp bằng tay cố định dữ liệu một khoản vào tiền trong mỗi tháng.,Cơ chế hoạt động là buộc hệ thống Kết nối bằng cách liên thông dữ liệu tài khoản tiền mặt với chứng khoán số nước ngoài.,Theo cơ sở luật pháp sẽ phải yêu cầu chặt chẽ việc tiến hành thực thi Liên kết kỹ thuật nối liền với một loại tài khoản ngân hàng.,Yêu cầu đơn vị sản xuất mã Có thể cung cấp tên gọi gắn thông tin kèm một logo mang tính hình minh hoạ trực quan riêng.,C,Theo cơ sở luật pháp sẽ phải yêu cầu chặt chẽ việc tiến hành thực thi Liên kết kỹ thuật nối liền với một loại tài khoản ngân hàng.,Đáp án chính xác là: Theo cơ sở luật pháp sẽ phải yêu cầu chặt chẽ việc tiến hành thực thi Liên kết kỹ thuật nối liền với một loại tài khoản ngân hàng.. Vui lòng ôn tập lại nội dung Tiết học này để nắm vững kiến thức.
